COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
CO,Santa Marta,Troncal,Non Wealthy,Prioritized,Gross Profit UE,1.324961027,1.324729172,1.335427658,1.450421104,1.911640728,2.255460853,2.36427469,2.558938843,1.745390761
EC,Guayaquil,Orquideas,Non Wealthy,Prioritized,Gross Profit UE,-0.144624996,0.152299089,-0.706452478,-1.2297469,-1.332273936,-2.327395814,-2.193185906,-1.300918128,-0.287722484
MX,Zacatecas,ZAC Mecanicos,Non Wealthy,Not Prioritized,Gross Profit UE,0.943939956,0.036096593,-0.01775242,-0.004995374,-15.30477354,-25.30744833,-15.12694557,-17.76440948,-14.52971531
BR,Campo Grande,Campo Grande Expansión,Non Wealthy,Not Prioritized,Gross Profit UE,-4.493438087,-5.380650225,-5.901354249,-4.137566268,-3.779467533,-4.775581753,-7.857132005,-8.600713436,-8.224152568
BR,Maringa,FS Jardim Universitário/Zona 7/Jardim Ipiranga MGF,Non Wealthy,Not Prioritized,Gross Profit UE,-1.252813937,,-3.994056432,-4.503015047,,,-0.013493408,-9.832661193,-6.650638422
BR,Maringa,FS Jardim Universitário/Zona 7/Jardim Ipiranga MGF,Non Wealthy,Not Prioritized,Gross Profit UE,-1.252813937,,-3.994056432,-4.503015047,,,-0.013493408,-9.832661193,-6.650638422
MX,Tlaxcala,TLX San Esteban,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.821789697,0.8421681,0.842204239,0.837114777,0.842181497,0.849713505,0.874345554,0.866008655,0.875689983
BR,Natal,RN - NAT - Parnamirim/Centro,Non Wealthy,Not Prioritized,Gross Profit UE,-2.244315336,-2.161412279,-2.519180181,-2.366370276,-1.551713314,-0.247593254,0.977499136,0.727016972,1.778031212
AR,Buenos Aires,Nordelta,Wealthy,Prioritized,Gross Profit UE,-0.507540671,-0.644418826,-0.575182106,-0.039693655,0.317363902,0.680998085,1.136418887,1.459637541,-0.448045806
AR,Buenos Aires,Nordelta,Wealthy,Prioritized,Gross Profit UE,-0.507540671,-0.644418826,-0.575182106,-0.039693655,0.317363902,0.680998085,1.136418887,1.459637541,-0.448045806
AR,Buenos Aires,Ramos,Non Wealthy,High Priority,Gross Profit UE,1.076186504,1.051696195,0.944198437,1.073471427,1.432068053,1.612330655,1.664333937,1.979235317,0.777862692
PE,Lima,Centro Lima,Wealthy,Prioritized,Retail SST > SS CVR,0.892935496,0.896464741,0.900428515,0.900922723,0.898137776,0.896793737,0.90846449,0.918486956,0.922780709
BR,Grande São Paulo,SP - OSC - Osasco,Non Wealthy,Prioritized,Gross Profit UE,-1.321451272,-1.145250818,-0.955094997,-1.557117859,-0.628825309,0.241296446,0.429532974,0.159818296,-0.16845498
CL,Santiago De Chile,chicureo,Wealthy,Not Prioritized,Gross Profit UE,-1.768320199,-1.527765131,-2.138367122,-2.482027727,-1.748601806,-0.246795931,1.021202693,0.839883521,-0.573791334
BR,Campinas,SP - CPS - Vila Boa Vista,Non Wealthy,Not Prioritized,Gross Profit UE,-1.560283931,-2.088896108,-3.257055898,-3.679373943,-1.405905108,0.414817848,0.800638124,-1.180565744,-1.343807614
CO,Cartagena,Manga,Wealthy,Prioritized,Gross Profit UE,2.454841748,2.472569416,2.498663898,2.62370788,2.784917636,2.90049501,3.065646291,3.163375788,2.493339661
AR,San Miguel De Tucuman,Yerba Buena,Non Wealthy,Not Prioritized,Gross Profit UE,-2.20012895,-2.562478633,-2.235692321,-1.693129578,-0.606377111,-0.211144577,0.032946667,0.165129313,-1.8007432
MX,Mexicali,MXL_Universidad,Wealthy,Prioritized,Gross Profit UE,1.88197473,1.438090694,1.359006004,1.986961421,2.444415407,2.594159027,2.715651163,3.472716966,3.304723293
BR,Florianopolis,SC - FLN - São José,Non Wealthy,Not Prioritized,Gross Profit UE,-4.032702284,-5.771477811,-7.539953422,-6.634913797,-6.598975493,-6.340694104,-2.781113733,-3.543290068,-13.55108079
MX,Moroleon,URO_Centro,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.454545455,0.693722944,0.813852814,0.885316017,0.811930736,0.792213716,0.811093188,0.834734564,0.840148667
MX,Guasave,GSV Guasave,Non Wealthy,Not Prioritized,Gross Profit UE,1.46616739,1.486153987,1.299988768,1.489219079,-2.264022311,-0.978679845,1.76656269,2.461056187,2.532021349
EC,Quito,Vicentina- Floresta,Non Wealthy,Prioritized,Gross Profit UE,1.437554106,1.074153869,1.010733395,0.999014203,0.758968476,0.551462367,0.398216845,0.577806064,1.437321172
BR,Porto Alegre,RS - POA - Navegantes,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.877695118,0.919070947,0.943035881,0.956622147,0.948403901,0.93901376,0.91533185,0.906455861,0.875774628
AR,Buenos Aires,San Fernando - Tigre,Wealthy,Prioritized,Gross Profit UE,-0.073767642,-0.120498214,-0.398345687,-0.160456109,0.447905082,0.410342989,0.226530398,0.531034203,-0.13542515
MX,Monterrey,MTY_Apodaca_Huinalá,Non Wealthy,High Priority,Gross Profit UE,-0.875066484,-0.883732141,-0.916137266,-0.902327843,-0.855913768,-0.886454195,-0.544760544,0.260329378,0.13219242
CL,Santiago De Chile,Santiago_centro,Non Wealthy,High Priority,Retail SST > SS CVR,0.855326377,0.860820338,0.866425615,0.866603854,0.861532997,0.859087943,0.863030259,0.877760551,0.880665626
BR,Goiânia,GO - GYN - Jd. Novo Mundo,Wealthy,Not Prioritized,Gross Profit UE,-3.052989726,-2.835579416,-2.497518229,-3.153077285,-3.690703948,-1.150753879,1.141960921,-0.3261049,-0.415432238
CO,Barranquilla,Soledad,Non Wealthy,Prioritized,Retail SST > SS CVR,0.82745948,0.830204947,0.828762311,0.84032164,0.853994206,0.869626877,0.880163141,0.883473483,0.886212332
AR,Buenos Aires,Quilmes,Non Wealthy,Prioritized,Gross Profit UE,-1.916114437,-1.758748615,-1.55700714,-1.213618261,-0.933291805,-1.070616314,-0.94526367,-0.564859505,-0.971006948
MX,Saltillo,SAL_Mirasierra,Wealthy,Prioritized,Retail SST > SS CVR,0.860869714,0.867367016,0.873433577,0.879184103,0.86505626,0.851940813,0.860897808,0.871106827,0.871862533
CL,La Serena,Las_Compañias,Non Wealthy,Not Prioritized,Gross Profit UE,-5.381637816,-6.701781486,-7.071268035,-6.445864089,-5.494529502,-6.035089318,-6.396899514,-5.66954132,-6.792072757
BR,Rio De Janeiro,Ipanema,Wealthy,High Priority,Gross Profit UE,2.891713216,3.170664857,3.314292122,3.367338433,3.795555772,4.542039507,4.692470383,4.883097998,4.281569898
BR,Joinville,MP Atiradores JOI,Non Wealthy,Not Prioritized,Gross Profit UE,1.105649597,-12.19075066,-8.548708247,-2.421986419,-2.029953881,-0.616547605,,2.366249818,2.824267542
BR,Goiânia,GO - GYN - Jd. Novo Mundo,Wealthy,Not Prioritized,Retail SST > SS CVR,0.904655604,0.896180432,0.88476391,0.886177536,0.90817457,0.915578036,0.932744074,0.93534425,0.925752164
CO,Manizales,centro,Non Wealthy,Prioritized,Retail SST > SS CVR,0.915948819,0.914873109,0.915213173,0.917264009,0.918821001,0.922804005,0.919412022,0.919693872,0.921856776
CO,Cali,Puerta del Sol 2,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.899241814,0.902761312,0.903152491,0.903079094,0.90104845,0.909553576,0.912128043,0.913175566,0.924814064
PE,Chimbote,Bellamar,Non Wealthy,Not Prioritized,Gross Profit UE,-0.507683349,-1.532542298,-1.832837999,-0.874204344,-0.79249308,-1.130435226,-0.500208367,-0.148214994,-1.393912828
AR,Buenos Aires,Villa Ballester,Non Wealthy,High Priority,Retail SST > SS CVR,0.885099115,0.885095081,0.884351035,0.894820217,0.897842122,0.899203262,0.899921845,0.886052067,0.873284662
AR,Buenos Aires,CABALLITO,Wealthy,Prioritized,Retail SST > SS CVR,0.900434206,0.904288576,0.903427487,0.903482776,0.904896892,0.907281098,0.912968606,0.913713601,0.912365463
AR,Cordoba,Cordoba Zona Sur,Non Wealthy,Prioritized,Gross Profit UE,0.0855848,-0.081874237,0.017250868,0.167656157,0.387900703,0.059690801,0.038496346,0.334851481,-0.337979591
AR,Buenos Aires,PACHECO,Non Wealthy,Prioritized,Gross Profit UE,-4.070550492,-4.043827825,-4.222643515,-3.994664208,-3.873513405,-3.643398408,-3.702238519,-3.480780722,-3.514922934
AR,Buenos Aires,Moron - El Palomar,Non Wealthy,High Priority,Gross Profit UE,-0.930316248,-0.899325904,-1.064109013,-0.90959818,-0.660247063,-0.59850569,-0.39456049,-0.050487981,-0.254377288
MX,Guadalajara,La tijera,Non Wealthy,Prioritized,Gross Profit UE,4.133711888,4.088487373,3.698685315,3.282634283,3.294036536,2.976056802,3.265067524,3.841096034,4.068912161
BR,Grande São Paulo,SP - SP - Jaguará/Pirituba,Non Wealthy,Not Prioritized,Gross Profit UE,-1.532715737,-1.288316303,-1.016993462,-1.57603369,-1.246984805,-0.464439131,-0.279185288,-0.241140427,0.349149033
AR,Salta,ALVARADO_PULLAY,Non Wealthy,Not Prioritized,Gross Profit UE,-2.574609145,-3.403378421,-3.504245049,-2.797064916,-1.716317886,-2.160479568,-1.55887259,-1.92786218,-2.411468188
MX,Fresnillo,FRS Colosio,Non Wealthy,Not Prioritized,Gross Profit UE,3.139837722,2.622399256,2.26339768,2.629679384,-3.631991896,-1.878377675,1.650698131,2.633049125,1.489838916
CO,Duitama,Duitama,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.880390172,0.879245629,0.877849743,0.885326209,0.879588855,0.87868638,0.870773376,0.867159999,0.868242443
AR,San Salvador De Jujuy,JUJUY,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.911941864,0.919628191,0.936182029,0.944850571,0.940313166,0.934741969,0.921454256,0.913426129,0.890641775
MX,Puerto Vallarta,Pvr_puertovallarta,Non Wealthy,High Priority,Retail SST > SS CVR,0.895882794,0.899694474,0.905334086,0.903160484,0.896569066,0.89571801,0.897186429,0.903173703,0.901588877
MX,Tuxpam,TUX_Santiago_de_La_Peña,Non Wealthy,Not Prioritized,Gross Profit UE,-0.847403209,-0.695159672,1.019585571,1.893978001,0.813831162,-7.312283167,-15.36772076,-18.57388363,-7.095090869
BR,Rio De Janeiro,Méier Norte,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.891827188,0.897205278,0.886915977,0.893086699,0.894346806,0.904260286,0.907674609,0.905232628,0.903223282
BR,Grande São Paulo,SP - GRU - Jardim Matarazzo,Non Wealthy,Not Prioritized,Gross Profit UE,-3.061116838,-3.422713427,-3.938295872,-3.378660842,-2.571957967,-2.627358075,-2.679311593,-2.187058555,-2.242661056
AR,Buenos Aires,Monte Grande,Non Wealthy,Prioritized,Gross Profit UE,0.163475561,0.045973914,-0.312496027,0.012012521,0.53552752,0.659242652,0.843799039,1.048334144,-0.169432743
BR,Grande São Paulo,SP - SP - Mandaqui,Non Wealthy,Not Prioritized,Gross Profit UE,-1.445652892,-1.374046043,-1.224080908,-1.544046609,-1.153229921,0.081125074,1.041405752,0.619184386,-0.182383293
AR,La Plata,City Bell,Non Wealthy,Prioritized,Gross Profit UE,-1.48894068,-1.359315256,-1.570959351,-1.796312582,-1.537531955,-0.557658051,-0.340784414,-1.04720742,-2.822862291
CO,Santa Marta,Rodadero,Wealthy,Prioritized,Retail SST > SS CVR,0.931656432,0.928801932,0.929463367,0.925292779,0.926562543,0.934728128,0.941797638,0.949583353,0.951521355
PE,Huancayo,Lamblaspata,Non Wealthy,Prioritized,Gross Profit UE,-0.4521634,-0.637981945,-0.231509364,-0.113816508,-0.657530886,-1.034688217,-1.045205961,-1.0409888,-1.613185482
BR,Recife,PE - JbG - Guararapes,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.908816426,0.917096148,0.922372709,0.932220428,0.926073414,0.931204183,0.930078153,0.936149047,0.936527319
BR,Grande São Paulo,Jardins/Pinheiros,Wealthy,High Priority,Retail SST > SS CVR,0.944414074,0.9451015,0.944192074,0.944589415,0.945938425,0.954503156,0.965758864,0.974569874,0.976472685
CO,Bogota,Engativa,Non Wealthy,High Priority,Gross Profit UE,1.186103446,1.415163476,1.817620784,1.900984985,2.156939886,2.412338188,2.504249919,2.685385784,2.114074415
EC,Guayaquil,Los Almendros,Non Wealthy,Prioritized,Retail SST > SS CVR,0.907242546,0.909110729,0.906900043,0.905469277,0.908454008,0.912707876,0.904174931,0.907645367,0.901161427
MX,Cancun,Cun_Hacienda-Valle Verde,Non Wealthy,Prioritized,Retail SST > SS CVR,0.880722367,0.865716816,0.849393388,0.836735557,0.824641737,0.825645351,0.835611643,0.832343949,0.829983878
MX,Toluca,Tol_Toltepec-lerma,Non Wealthy,Prioritized,Retail SST > SS CVR,0.869575834,0.87448213,0.878159969,0.886040433,0.869587681,0.867564265,0.877193414,0.88647175,0.897674028
EC,Ambato,Miraflores,Non Wealthy,Not Prioritized,Gross Profit UE,-1.314169488,-1.053888998,-0.468802846,-0.747960858,-1.829915961,-1.632424356,-1.029603378,-1.02558704,-0.266291001
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,Gross Profit UE,0.171314042,0.264615914,-0.177689069,0.2356712,0.708538868,0.816775201,1.316000954,1.573790993,1.285126199
MX,Ciudad De Mexico,Coyoacan-Pedregal,Wealthy,High Priority,Retail SST > SS CVR,0.88799415,0.887446371,0.891449736,0.895729001,0.898877577,0.90935371,0.917674863,0.923775405,0.92438432
MX,Chilpancingo De Los Bravo,Chilpancingo Sur,Non Wealthy,Prioritized,Gross Profit UE,3.119918379,3.128241653,3.257910046,3.445809484,3.457419151,3.219677075,3.322794267,3.875673911,3.742500873
MX,Culiacan,Villa_Universidad,Non Wealthy,Prioritized,Retail SST > SS CVR,0.881788576,0.887494351,0.887248972,0.890926678,0.883675769,0.878877268,0.887439294,0.902989834,0.89583634
MX,Comitan De Dominguez,CMD Centro,Non Wealthy,Not Prioritized,Gross Profit UE,5.227099384,3.851230194,3.811904619,4.760309975,5.150767608,6.798558234,6.744485733,5.554217158,5.615818307
CL,Antofagasta,Antofagasta Norte,Non Wealthy,Not Prioritized,Gross Profit UE,-2.467832715,-2.643494637,-2.956308274,-2.578677892,-2.450400174,-3.230383987,-3.400532652,-3.279260028,-4.427890315
PE,Lima,Centro Lima Red,Non Wealthy,Not Prioritized,Gross Profit UE,1.631546465,1.222897784,1.150349316,1.17546629,1.10632975,1.014920275,1.257557045,1.431813424,0.946387034
CO,Medellin,Itagui_y_la_estrella,Non Wealthy,High Priority,Retail SST > SS CVR,0.916866208,0.914850528,0.915341349,0.91457531,0.91713774,0.926763572,0.936866459,0.948653333,0.95516787
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,Retail SST > SS CVR,0.856128051,0.867560731,0.867298697,0.879395834,0.875703807,0.866280313,0.873113884,0.875859148,0.861520951
CO,Barranquilla,Prado,Wealthy,Prioritized,Retail SST > SS CVR,0.907987675,0.907627669,0.907748294,0.907565861,0.908718539,0.920376624,0.936437405,0.951149784,0.959965676
PE,Ica,San_Joaquin,Non Wealthy,Prioritized,Gross Profit UE,-0.839147515,-1.020127682,-0.9637881,-0.43137621,-0.676036078,-0.570643201,-0.660840299,-1.083838408,-1.406898143
MX,Toluca,Tol_Centro,Non Wealthy,Prioritized,Retail SST > SS CVR,0.894667709,0.901942378,0.908377972,0.908826282,0.899802517,0.903927814,0.909406948,0.915495037,0.916629339
MX,Cadereyta De Jimenez,Refineria_Cad,Non Wealthy,Not Prioritized,Gross Profit UE,0.657062881,0.385402256,0.08030695,0.634295909,1.653247535,1.752794737,1.988014431,2.200507589,2.234695115
MX,Zamora,ZMA Jacona,Non Wealthy,Prioritized,Gross Profit UE,3.674791727,3.540904538,3.613153491,4.278261157,4.182875265,4.203417206,4.307512497,4.392908449,4.199964806
BR,Salvador,BA - SSA - Pituba,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.765103752,0.734016172,0.741632296,0.760267206,0.792032369,0.82967735,0.852635288,0.847397057,0.812448681
BR,Belo Horizonte,MG - BHZ - Condominios Nova Lima,Non Wealthy,Not Prioritized,Gross Profit UE,7.181587428,7.158195026,7.105206063,5.704718175,5.818735946,6.795800602,6.604130631,7.024683702,5.618475257
PE,Trujillo,Centro Trujillo,Non Wealthy,High Priority,Gross Profit UE,1.521830796,1.427176543,1.496952545,1.465051427,0.893440185,0.572815809,0.646672846,0.948471483,-0.222266494
MX,Monterrey,San Pedro,Wealthy,Prioritized,Gross Profit UE,4.662369071,4.370347317,4.1957599,4.194818293,4.070981572,3.871471587,4.359825498,4.997056085,5.121704618
MX,Tecate,TCE Santa Anita,Non Wealthy,Not Prioritized,Gross Profit UE,-1.70035777,-1.57785708,-1.711245538,-0.855632951,-0.853448663,-1.188742801,-0.185798885,-0.115308547,-0.635600276
CO,Buga,Buga,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.905943615,0.917551379,0.923998286,0.930103651,0.920626201,0.921968306,0.924359429,0.918389591,0.92458813
BR,Piracicaba,Piracicaba,Non Wealthy,Not Prioritized,Gross Profit UE,-2.59864716,-4.42806793,-3.108469347,-2.204129972,3.151757208,3.747683411,2.127085741,2.461266135,-4.616434248
AR,Cordoba,Cordoba Zona Sur,Non Wealthy,Prioritized,Retail SST > SS CVR,0.897407026,0.89900946,0.901852333,0.901086331,0.90579283,0.914947038,0.918500608,0.901990269,0.890603491
EC,Quito,Sur de Quito,Non Wealthy,High Priority,Gross Profit UE,-0.574874713,-0.830030084,-0.899265531,-1.020316321,-1.036161501,-1.409355595,-1.855595778,-1.280968226,-0.224819801
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Non Wealthy,Prioritized,Retail SST > SS CVR,0.906791156,0.911759403,0.921080614,0.915725933,0.915808296,0.919760733,0.932234895,0.830381645,0.791891333
CO,Bucaramanga,Centro y Cabecera,Wealthy,High Priority,Gross Profit UE,2.092764712,2.187751327,2.237033777,2.250262993,2.435268309,2.733755561,2.891282733,2.941314414,2.27870273
CO,Rionegro,Rio Negro,Non Wealthy,Prioritized,Retail SST > SS CVR,0.928176045,0.929524688,0.931968472,0.93203075,0.930744215,0.932206418,0.930375956,0.936442731,0.940252851
MX,Villahermosa,VSA_Centro,Wealthy,Prioritized,Gross Profit UE,-0.64711793,-0.481619233,-0.917212445,-0.610163694,0.052991792,1.14437231,1.500664901,1.285089514,1.211222649
CO,Fusagasuga,Fusagasuga,Non Wealthy,Not Prioritized,Gross Profit UE,1.770910464,1.792812635,1.692220993,1.757099939,-6.245929967,-24.8217604,-66.04162998,-37.50306679,-13.59621167
MX,Orizaba,OZA Mirador,Non Wealthy,Not Prioritized,Gross Profit UE,2.086186344,1.706933304,1.263765389,1.139646734,-8.846030624,-22.89280967,-43.01195764,-63.43593129,-39.14215123
EC,Ambato,Floresta,Non Wealthy,Not Prioritized,Gross Profit UE,-0.522440972,-2.200080671,-1.598397206,-2.114555914,3.766116049,4.289653578,0.013723291,-1.24183951,-0.484898206
MX,Tampico,Tam_Altamira,Non Wealthy,Prioritized,Gross Profit UE,0.942699229,0.560935409,-0.025764765,-0.0202022,-0.071802509,-0.355837443,0.124578411,0.682343411,0.451495702
EC,Guayaquil,Buijo,Non Wealthy,Prioritized,Retail SST > SS CVR,0.946774254,0.924720412,0.907755452,0.91384237,0.933942588,0.925245636,0.950145522,0.942051428,0.908573039
AR,Bahia Blanca,BAHIA_BLANCA_SUR,Non Wealthy,Not Prioritized,Gross Profit UE,-1.811969733,-1.932153024,-1.642327243,-1.037804252,-0.785550198,-0.525239181,-0.371892665,-0.255836385,-1.072561247
MX,Reynosa,Reynosa_centro,Wealthy,Prioritized,Retail SST > SS CVR,0.897246108,0.903564224,0.906783407,0.911967851,0.90252654,0.897243347,0.908302801,0.912706018,0.911994004
CO,Cali,Lido Plametto,Non Wealthy,Prioritized,Gross Profit UE,2.491458885,2.52893484,2.580068828,2.574444687,2.829167924,3.051713239,3.077391031,3.188193052,2.614752094
PE,Lima,Callao,Non Wealthy,Prioritized,Retail SST > SS CVR,0.88023006,0.883360411,0.895615213,0.900859236,0.898850231,0.894214189,0.907604483,0.914597905,0.910657883
MX,Puebla,San_sebastian,Non Wealthy,Prioritized,Gross Profit UE,0.872572323,0.519527872,-0.241967161,-1.094335983,-0.686076387,-0.035681266,0.495744682,1.119581539,0.521420081
PE,Piura,Castilla,Non Wealthy,Not Prioritized,Gross Profit UE,0.670650735,-0.064685071,-0.130069055,-0.13564145,-0.160344524,0.230329207,0.422318099,-0.275731732,-1.772829687
BR,Rio De Janeiro,Fregesia,Wealthy,Not Prioritized,Gross Profit UE,0.6858431,0.217156746,0.141091121,0.341366764,0.753437191,0.260251268,0.984410671,1.465486939,3.227872637
MX,Monterrey,Santa Catarina,Wealthy,High Priority,Gross Profit UE,0.670672351,0.350139771,0.354975095,0.568141472,0.697902027,0.637015715,0.793771498,1.288281693,1.400968694
CO,Pereira,Cerritos,Wealthy,Prioritized,Gross Profit UE,2.552491619,2.357963254,2.222353337,2.36817563,2.540799184,2.746062735,2.743442612,2.822506657,3.005615074
MX,Ciudad De Mexico,CDMX_Cuautitlán_Izcalli_Centro,Non Wealthy,Prioritized,Gross Profit UE,-0.703945641,-1.433438631,-1.865274317,-2.956907911,-3.067286301,-3.006011451,-2.498950911,-1.281600796,-0.617931643
MX,Guadalajara,Las Pintas-Aeropuerto,Non Wealthy,High Priority,Gross Profit UE,0.727676655,0.537408419,-0.0222483,-0.239916511,-0.112955148,-0.132047825,0.297219531,0.818848847,0.676461187
EC,Quito,Mitad del Mundo,Non Wealthy,Prioritized,Gross Profit UE,-1.363756266,-1.745387643,-2.565148705,-3.326146713,-3.658972182,-2.498499964,-2.5149698,-1.192313743,1.194271627
PE,Ica,Santo_Domingo,Non Wealthy,Prioritized,Gross Profit UE,-0.214768694,-0.420704685,-0.709881545,-0.468224593,-0.330658263,-0.385476227,-0.412552223,-0.585070084,-1.856398418
MX,Ensenada,ENS_Ensenada_1,Non Wealthy,Prioritized,Gross Profit UE,-1.75409791,-1.652649055,-1.857932246,-1.306370098,-0.81331587,-0.654144641,-8.793139744,-7.956498603,-2.136016808
UY,Montevideo,Prado,Non Wealthy,Prioritized,Gross Profit UE,0.532972235,-0.830379149,-0.657385912,-0.755355091,0.010742548,1.23471461,0.466772984,0.785630487,1.183225809
EC,Cuenca,Monay,Non Wealthy,Prioritized,Gross Profit UE,-0.469567238,-0.666651471,-0.792992091,-1.020990506,-1.128088958,-1.748139807,-4.042016201,-3.405873933,-2.018875141
